"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","NC_0011749.1","NC_007941.1","NC_013175.1","NC_013655.1","NC_017630.1","NZ_CP007150.1","NZ_CP010882.1","NZ_CP012634.1","NZ_CP014493.1","NZ_CP014496.1","NZ_CP014498.1","NZ_CP014523.1","NZ_CP014668.1","NZ_CP015131.1","NZ_CP015160.1","NZ_CP018952.1"
"finO_2","","Fertility inhibition protein","1","1","1","1","151","1","359","","557","557","557","","","","","","","","","","","","","","","LJFFEAFL_00180",""
"group_476","","hypothetical protein","1","1","1","1","145","1","365","","497","497","497","","","","","","","","","","","","","","","LJFFEAFL_00186",""
"afuC","","CP4-6 prophage; predicted ferric transporter subunit/ATP-binding component of ABC superfamily protein","1","1","1","1","500","1","188","","233","233","233","","","","","","","","","","","","","","","","MOLELEAL_00045"
"ltrA_2","","Group II intron-encoded protein LtrA","1","1","1","1","1","1","257","","1901","1901","1901","","","","","","","","","","","","","","","","MOLELEAL_00081"
"group_48","","hypothetical protein","1","1","1","1","244","23","1","","773","773","773","","","","","","","","","DHNEMLFG_00053","","","","","","",""
"group_482","","hypothetical protein","1","1","1","1","24","1","273","","221","221","221","","","","","","","","","","","","","","","LJFFEAFL_00153",""
"group_49","","hypothetical protein","1","1","1","1","304","1","390","","1451","1451","1451","","","","","","","","","","","","","","","LJFFEAFL_00121",""
"group_490","","IS6 family transposase IS15","1","1","1","1","38","1","348","","704","704","704","","","","","","","EMANLNOE_00093","","","","","","","","",""
"group_492","","IS6 family transposase IS15","1","1","1","1","110","1","50","","704","704","704","","","","","","","","","","","LBMCKPDB_00186","","","","",""
"group_495","","IS6 family transposase IS15","1","1","1","1","252","1","246","","704","704","704","","","","","","","","","","","LBMCKPDB_00056","","","","",""
"group_496","","IS6 family transposase IS15","1","1","1","1","355","1","74","","704","704","704","","","","","","","","","","","LBMCKPDB_00163","","","","",""
"group_497","","IS6 family transposase IS15","1","1","1","1","388","1","21","","704","704","704","","","","","","","","","","","LBMCKPDB_00215","","","","",""
"group_50","","hypothetical protein","1","1","1","1","286","15","1","","161","161","161","","","LBLEHJFL_00104","","","","","","","","","","","","",""
"group_508","","hypothetical protein","1","1","1","1","15","1","264","","1361","1361","1361","","","","","","","","","","","","","","","LJFFEAFL_00144",""
"group_512","","hypothetical protein","1","1","1","1","235","1","379","","992","992","992","","","","","","","","","","","","","","","LJFFEAFL_00200",""
"group_514","","IS6 family transposase IS26","1","1","1","1","404","1","84","","704","704","704","","","","","","","","","","","","","","IFAGOEOF_00138","",""
"group_515","","IS6 family transposase IS26","1","1","1","1","125","1","90","","704","704","704","","","","","","","","","","","","","","IFAGOEOF_00144","",""
"group_516","","IS6 family transposase IS26","1","1","1","1","131","1","96","","704","704","704","","","","","","","","","","","","","","IFAGOEOF_00150","",""
"group_517","","IS6 family transposase IS26","1","1","1","1","91","1","59","","704","704","704","","","","","","","","","","","LBMCKPDB_00178","","","","",""
"group_52","","hypothetical protein","1","1","1","1","68","1","132","","290","290","290","","","","","","","","","DHNEMLFG_00130","","","","","","",""
"group_521","","hypothetical protein","1","1","1","1","140","1","370","","545","545","545","","","","","","","","","","","","","","","LJFFEAFL_00191",""
"group_524","","hypothetical protein","1","1","1","1","301","1","387","","311","311","311","","","","","","","","","","","","","","","LJFFEAFL_00124",""
"group_55","","hypothetical protein","1","1","1","1","74","1","130","","290","290","290","","","","","","","","","","","","","","","LJFFEAFL_00027",""
"group_57","","hypothetical protein","1","1","1","1","172","1","327","","857","857","857","","","","","","","","","","","","","","","LJFFEAFL_00171",""
"group_58","","hypothetical protein","1","1","1","1","54","1","329","","755","755","755","","","","","","","","","","","","IHJENLPO_00142","","","",""
"group_59","","hypothetical protein","1","1","1","1","338","1","219","","554","554","554","","","","","","","","","DHNEMLFG_00019","","","","","","",""
"group_6","","hypothetical protein","1","1","1","1","210","1","226","","185","185","185","","","","","","","","","DHNEMLFG_00014","","","","","","",""
"group_61","","hypothetical protein","1","1","1","1","147","1","363","","737","737","737","","","","","","","","","","","","","","","LJFFEAFL_00184",""
"group_68","","hypothetical protein","1","1","1","1","39","1","347","","671","671","671","","","","","","","EMANLNOE_00094","","","","","","","","",""
"folP_5","","dihydropteroate synthase","1","1","1","1","105","1","45","","839","839","839","","","","","","","","","","","LBMCKPDB_00191","","","","",""
"folP_3","","dihydropteroate synthase","1","1","1","1","81","1","69","","539","539","539","","","","","","","","","","","LBMCKPDB_00168","","","","",""
"group_73","","hypothetical protein","1","1","1","1","82","1","68","","314","314","314","","","","","","","","","","","LBMCKPDB_00169","","","","",""
"group_74","","hypothetical protein","1","1","1","1","394","1","15","","272","272","272","","","","","","","","","","","LBMCKPDB_00221","","","","",""
"group_75","","hypothetical protein","1","1","1","1","393","1","16","","200","200","200","","","","","","","","","","","LBMCKPDB_00220","","","","",""
"hemR_1","","Hemin receptor","1","1","1","1","459","17","1","","842","842","842","","","","","","CFLCBKEF_00050","","","","","","","","","",""
"group_8","traI_2","Multifunctional conjugation protein TraI","1","1","1","1","149","1","361","","5270","5270","5270","","","","","","","","","","","","","","","LJFFEAFL_00182",""
"group_80","","IS4 family transposase ISVsa5","1","1","1","1","53","1","186","","1127","1127","1127","PPNGLMBF_00052","","","","","","","","","","","","","","",""
"group_83","","hypothetical protein","1","1","1","1","213","1","222","","311","311","311","","","","","","","","","DHNEMLFG_00010","","","","","","",""
"group_84","","hypothetical protein","1","1","1","1","150","1","360","","746","746","746","","","","","","","","","","","","","","","LJFFEAFL_00181",""
"traC_1","","Protein TraC","1","1","1","1","312","1","384","","2630","2630","2630","","","","","","","","","","","","","","","LJFFEAFL_00113",""
"group_89","","hypothetical protein","1","1","1","1","261","1","243","","719","719","719","","","","","","","","","","","","","","","LJFFEAFL_00136",""
"group_92","umuC_2","SOS mutagenesis and repair","1","1","1","1","29","1","278","","590","590","590","","","","","CIDCPHMN_00076","","","","","","","","","","",""
"group_97","","IS6 family transposase IS26","1","1","1","1","375","1","34","","587","587","587","","","","","","","","","","","LBMCKPDB_00202","","","","",""
"group_98","","hypothetical protein","1","1","1","1","376","1","33","","170","170","170","","","","","","","","","","","LBMCKPDB_00203","","","","",""
"group_99","","IS6 family transposase IS15","1","1","1","1","44","1","183","","194","194","194","","","","","","","EMANLNOE_00146","","","","","","","","",""
