Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen	H Antigen
ESC_AA1473AA	Delta 64	traces-0BSWBiZ;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1473AA	  	
ESC_AA1474AA	W1827	traces-0YQarQC;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	Germany							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1:NM		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1474AA	  	
ESC_AA1475AA	KK27/1	traces-0lFFRBX;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1475AA	  	
ESC_AA1477AA	Delta 58	traces-0ODfKxD;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1477AA	  	
ESC_AA1478AA	UR1945Delta 68	traces-0VtYTjC;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1478AA	  	
ESC_AA1479AA	UR1695/Delta 91	traces-0MOXgBJ;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1479AA	  	
ESC_AA1480AA	UR2508/Delta 106	traces-0IIjyox;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1480AA	  	
ESC_AA1481AA	UR2423/Delta 97	traces-0hjwJZU;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1481AA	  	
ESC_AA1482AA	RB12	traces-0teAdvx;7GeneMLST;ND;;NA		Animal						Asia	Israel							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1482AA	  	
ESC_AA1483AA	KK18/10	traces-0PqyYMi;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1483AA	  	
ESC_AA1484AA	IHE 3033 (A53)	traces-0odHzGP;7GeneMLST;ND;;NA		Human	Human	1976				Europe	Finland							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O18ac:K1:H7		Pathogen	ExPEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1484AA	  	
ESC_AA1485AA	IMT2545	traces-0mPjrjv;7GeneMLST;ND;;NA		Poultry	Chicken	2000				Europe	Germany							L.Wieler, C.Ewers			O1:K1:H-		Pathogen	APEC	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1485AA	  	
ESC_AA1486AA	F18	traces-0mZOnqN;7GeneMLST;ND;;NA		Human	Human													Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1486AA	  	
ESC_AA1487AA	RB11	traces-0zXSApk;7GeneMLST;ND;;NA		Animal						Asia	Israel							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1487AA	  	
ESC_AA1488AA	IMT9698	traces-0hOAxRI;7GeneMLST;ND;;NA		Poultry	Chicken	1980				Europe	Germany							L.Wieler, C.Ewers		O2	O2:K1		Pathogen		Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1488AA	  	
ESC_AA1489AA	BEN79	traces-0YAWcMd;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	France							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O18:K1:H7		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1489AA	  	
ESC_AA1490AA	VE1140/94	traces-0ZepFpJ;7GeneMLST;ND;;NA		Human	Human													Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen	ExPEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1490AA	  	
ESC_AA1491AA	RS226 (780156M)	traces-0ccguas;7GeneMLST;ND;;NA		Human	Human	1978				North America	U.S.A.							Institute for  Hygiene and Microbiology, Wuerzburg			O18ac:K1:H7		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1491AA	  	
ESC_AA1492AA	KK4/2	traces-0CiFDRG;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1492AA	  	
ESC_AA1493AA	4405/1	traces-0ZaQsvD;7GeneMLST;ND;;NA		Human	Human					Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	O12:K1		Pathogen	ExPEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1493AA	  	
ESC_AA1494AA	BEN374	traces-0lFAYjc;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	France							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O18:K1:H7		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1494AA	  	
ESC_AA1495AA	KK7/1	traces-0pWmeHt;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1495AA	  	
ESC_AA1496AA	B10363	traces-0AheAQv;7GeneMLST;ND;;NA		Human	Human													Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen	ExPEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1496AA	  	
ESC_AA1498AA	IMT_2097	traces-0HKLCYN;7GeneMLST;ND;;NA		Poultry	Chicken	1997				Europe	Germany			Osnabrueck				L.Wieler, C.Ewers		O1:K1:H7/-	O1:K1:H7		Pathogen	APEC	Invasive		NA	NA	Colibacillosis	NA	NA	2015-08-26	2015-08-26	ESC_AA1498AA	  	
ESC_AA1499AA	A205	traces-0TULeLi;7GeneMLST;ND;;NA		Human	Human	1979				Europe	United Kingdom							M. Achtman		O1:K1:H7/-	O1:K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1499AA	  	
ESC_AA1500AA	A1078	traces-0RzQrpB;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	United Kingdom							M. Achtman		K1	O2:H5:K1		Pathogen		Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1500AA	  	
ESC_AA1501AA	S95	traces-0RYFGJs;7GeneMLST;ND;;NA		Human	Human					Europe	France							L.Wieler, C.Ewers		O45:K1	O45:K1	B2	Pathogen	NMEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1501AA	  	
ESC_AA1503AA	C5	traces-0SpWxTQ;7GeneMLST;ND;;NA		Human	Human					North America	U.S.A.							L.Wieler, C.Ewers		O18:K1:H7	O18:K1:H7	B2	Pathogen	NMEC	Invasive		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1503AA	  	
ESC_AA1504AA	IMT15000	traces-0xvojtJ;7GeneMLST;ND;;NA		Companion animal	Dog	2004				Europe	Germany							IMT FU-Berlin			K1:H7		Pathogen		None		NA	NA	UGTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1504AA	  	
ESC_AA1505AA	JVEC86	traces-0ZLIhvJ;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1505AA	  	
ESC_AA1506AA	JVEC33	traces-0pwRuxo;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1506AA	  	
ESC_AA1507AA	JVEC73	traces-0hGopGE;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1507AA	  	
ESC_AA1508AA	UTI4	traces-0evlior;7GeneMLST;ND;;NA		Human	Human	2008				Europe	United Kingdom			Nottingham				A. McNally (Nottingham Trent University)					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1508AA	  	
ESC_AA1509AA	JVEC30	traces-0QYMiSZ;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1509AA	  	
ESC_AA1510AA	JVEC66	traces-0MoXlNL;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1510AA	  	
ESC_AA1512AA	USEP7	traces-0KKIyTW;7GeneMLST;ND;;NA		Human	Human	2009				Europe	United Kingdom			Nottingham				A. McNally (Nottingham Trent University)					Pathogen	ExPEC	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1512AA	  	
ESC_AA1513AA	UTI337	traces-0IxrXjF;7GeneMLST;ND;;NA		Human	Human	2009				Europe	United Kingdom			Nottingham				A. McNally (Nottingham Trent University)					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1513AA	  	
ESC_AA1515AA	JVEC72	traces-0QpvaJs;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1515AA	  	
ESC_AA1516AA	JVEC74	traces-0xVwXXb;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1516AA	  	
ESC_AA1517AA	HMMC274	traces-0ndaVQW;7GeneMLST;ND;;NA		Human	Human	2005				South America	Brazil			Rio de Janeiro				Beatriz M Moreira					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1517AA	  	
ESC_AA1518AA	JVEC90	traces-0zdQTzE;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1518AA	  	
ESC_AA1519AA	JVEC52	traces-0zBuOaF;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1519AA	  	
ESC_AA1520AA	JVEC87	traces-0vYIwqr;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1520AA	  	
ESC_AA1521AA	JVEC84	traces-0jNGqnN;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1521AA	  	
ESC_AA1522AA	JVEC62	traces-0fkeOur;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1522AA	  	
ESC_AA1523AA	JVEC39	traces-0ZHIPYN;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:NM	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1523AA	  	
ESC_AA1524AA	JVEC47	traces-0bRfbkf;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1524AA	  	
ESC_AA1525AA	Cy179	traces-0VCbrRW;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O1:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Cystitis	NA	NA	2015-08-26	2015-08-26	ESC_AA1525AA	  	
ESC_AA1526AA	JVEC71	traces-0OdHLbl;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1526AA	  	
ESC_AA1527AA	Py160	traces-0otomxA;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O1:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Pyelonephritis	NA	NA	2015-08-26	2015-08-26	ESC_AA1527AA	  	
ESC_AA1528AA	JVEC59	traces-0mQsMIh;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1528AA	  	
ESC_AA1529AA	JVEC49	traces-0kuTDii;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1529AA	  	
ESC_AA1530AA	JVEC37	traces-0nymXLh;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1530AA	  	
ESC_AA1531AA	Py90	traces-0JFEMWJ;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O1:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Pyelonephritis	NA	NA	2015-08-26	2015-08-26	ESC_AA1531AA	  	
ESC_AA1532AA	L60	traces-0pgUiiy;7GeneMLST;ND;;NA		Human	Human	2007				North America	Canada			Vancouver, BC				Johann D.D. Pitout				B2	Pathogen	ESBL CTX-M-15	None		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1532AA	  	
ESC_AA1533AA	JVEC13	traces-0LkMDvP;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1533AA	  	
ESC_AA1534AA	08-013	traces-0LiQRyV;7GeneMLST;ND;;NA		Human	Human	2008				North America	Canada			Calgary, AB				Johann D.D. Pitout				B2	Pathogen	ESBL CTX-M-14	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1534AA	  	
ESC_AA1535AA	9430639	traces-0rPZSBF;7GeneMLST;ND;;NA		Human	Human					North America	U.S.A.							U.Dobrindt					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1535AA	  	
ESC_AA1536AA	16368	traces-0PGYUDQ;7GeneMLST;ND;;NA		Human	Human					North America	U.S.A.							U.Dobrindt					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1536AA	  	
ESC_AA1537AA	IMT9268	traces-0ETjinW;7GeneMLST;ND;;NA		Human	Human					Europe	Finland							L.Wieler, C.Ewers		K1	K1		Pathogen	NMEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1537AA	  	
ESC_AA1538AA	A91	traces-0Bwzhid;7GeneMLST;ND;;NA		Human	Human					Europe	Finland							L.Wieler, C.Ewers		K1	O1:K1:H7		Pathogen	NMEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1538AA	  	
ESC_AA1540AA	A459	traces-0xoWVhQ;7GeneMLST;ND;;NA		Human	Human					North America	U.S.A.							L.Wieler, C.Ewers		K1	O18:K1		Pathogen	NMEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1540AA	  	
ESC_AA1541AA	IMT4518	traces-0yrogGe;7GeneMLST;ND;;NA		Poultry	Chicken	2000				Europe	Germany							L.Wieler, C.Ewers		O1	O1:K1:H7		Pathogen	APEC	None		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1541AA	  	
ESC_AA1542AA	IMT9269	traces-0iTTpwJ;7GeneMLST;ND;;NA		Human	Human					Europe	Germany							L.Wieler, C.Ewers		K1	K1		Pathogen	NMEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1542AA	  	
ESC_AA1543AA	ROAR378	traces-0nGejLo;7GeneMLST;ND;;NA		Human	Human					Europe	France							Erick Denamur							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1543AA	  	
ESC_AA1544AA	ROAR386	traces-0IPvwTu;7GeneMLST;ND;;NA		Human	Human					Europe	France							Erick Denamur							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1544AA	  	
ESC_AA1545AA	IMT2470	traces-0NzyYjs;7GeneMLST;ND;;NA		Poultry	Chicken	2000				Europe	Germany							L.Wieler, C.Ewers		O2	O2:K1:H5		Pathogen	APEC	None		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1545AA	  	
ESC_AA1547AA	E165	traces-0UCyZwT;7GeneMLST;ND;;NA		Human		2002				Europe	Germany			Cologne				G. Plum							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1547AA	  	
ESC_AA1548AA	E175	traces-0prtnbA;7GeneMLST;ND;;NA		Human		2002				Europe	Germany			Cologne				G. Plum							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1548AA	  	
ESC_AA1549AA	E177	traces-0tYnSEu;7GeneMLST;ND;;NA		Human		2002				Europe	Germany			Cologne				G. Plum							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1549AA	  	
ESC_AA1550AA	E178	traces-0MhJzQN;7GeneMLST;ND;;NA		Human		2002				Europe	Germany			Cologne				G. Plum							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1550AA	  	
ESC_AA1551AA	E452	traces-0VzgACu;7GeneMLST;ND;;NA		Human		2002				Europe	Germany			Cologne				G. Plum							None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1551AA	  	
ESC_AA1552AA	K449/97	traces-0VqEfAY;7GeneMLST;ND;;NA		Poultry	Chicken	1997				Europe	Germany			Potsdam				L.Wieler, C.Ewers		O18:K1:H7/-	O18:H7		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1552AA	  	
ESC_AA1553AA	K463/97	traces-0DHOqih;7GeneMLST;ND;;NA		Poultry	Chicken	1997				Europe	Germany			Potsdam				L.Wieler, C.Ewers			H7		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1553AA	  	
ESC_AA7807AA	BIDMC114	SRR2127307;ILLUMINA;Paired;180;SRX1118151,SRR2131825;ILLUMINA;Paired;618;SRX1118600,SRR2127337;ILLUMINA;Paired;180;SRX1118151,SRR2127790;ILLUMINA;Paired;618;SRX1118600	Human	Human	Homo sapiens	2014												Broad Institute	Escherichia coli								PRJNA271899	SRP051949		SAMN03280218	SRS1011144	2015-08-27	2015-07-25	ESC_AA7807AA	O18	H7
ESC_BA0643AA	KOr006	DRR033791;ILLUMINA;Paired;0;DRX030511	Environment	Water/River	river; water					Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029141	DRS019529	2015-08-27	2015-04-28	ESC_BA0643AA	O1	H7
ESC_BA0657AA	KKa006	DRR033784;ILLUMINA;Paired;0;DRX030504	Environment	Water/River	river; water					Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029134	DRS019522	2015-08-27	2015-04-28	ESC_BA0657AA	O2	H7
ESC_BA0659AA	KKa005	DRR033783;ILLUMINA;Paired;0;DRX030503	Environment	Water/River	river; water					Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029133	DRS019521	2015-08-27	2015-04-28	ESC_BA0659AA	-	H7
ESC_BA0667AA	KH015	DRR033779;ILLUMINA;Paired;0;DRX030499	Companion Animal		septic tank	2011				Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029129	DRS019517	2015-08-27	2015-04-28	ESC_BA0667AA	O1	H1
ESC_BA0671AA	KH013	DRR033777;ILLUMINA;Paired;0;DRX030497	Companion Animal		septic tank	2011				Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029127	DRS019515	2015-08-27	2015-04-28	ESC_BA0671AA	O1	H1
ESC_BA0678AA	KGu006	DRR033773;ILLUMINA;Paired;0;DRX030493	Environment	Water/River	river; water					Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029123	DRS019511	2015-08-27	2015-04-28	ESC_BA0678AA	O1	H7
ESC_BA0680AA	KGu005	DRR033772;ILLUMINA;Paired;0;DRX030492	Environment	Water/River	river; water					Asia	Japan							KYOTO_PREF	Escherichia coli								PRJDB3552	DRP002628		SAMD00029122	DRS019510	2015-08-27	2015-04-28	ESC_BA0680AA	O18	H7
ESC_BA2365AA	228-2998	SRR1795908;ILLUMINA;Paired;611;SRX871184,SRR1785704;ILLUMINA;Paired;180;SRX864564,SRR1799997;ILLUMINA;Paired;611;SRX871184,SRR1785799;ILLUMINA;Paired;180;SRX864564	Human	Human	urine					North America	United States	Washington	King County	Seattle		47.6	-122.2	Broad Institute	Escherichia coli								PRJNA269984	SRP053140		SAMN03262746	SRS836048	2015-08-27	2015-02-10	ESC_BA2365AA	O18	H7
ESC_BA2455AA	228-2945	SRR1785868;ILLUMINA;Paired;180;SRX864698,SRR1795858;ILLUMINA;Paired;829;SRX871137,SRR1800018;ILLUMINA;Paired;829;SRX871137,SRR1785943;ILLUMINA;Paired;180;SRX864698	Human	Human	urine					North America	United States	Washington	King County	Seattle		47.6	-122.2	Broad Institute	Escherichia coli								PRJNA269984	SRP053140		SAMN03262745	SRS836255	2015-08-27	2015-02-10	ESC_BA2455AA	O18	H7
ESC_BA3450AA	725_ECOL	SRR1656162;ILLUMINA;Paired;;SRX762628	Human	Human	Homo sapiens					North America	United States	Washington						UNIVERSITY OF WASHINGTON	Escherichia coli								PRJNA267549	SRP049998		SAMN03197930	SRS747139	2015-08-27	2015-07-07	ESC_BA3450AA	O18	H7
ESC_BA3500AA	417_ECOL	SRR1655840;ILLUMINA;Paired;;SRX762306	Human	Human	Homo sapiens					North America	United States	Washington						UNIVERSITY OF WASHINGTON	Escherichia coli								PRJNA267549	SRP049998		SAMN03197608	SRS746816	2015-08-27	2015-07-07	ESC_BA3500AA	O2	H7
ESC_BA3539AA	121_ECOL	SRR1655404;ILLUMINA;Paired;;SRX761870	Human	Human	Homo sapiens					North America	United States	Washington						UNIVERSITY OF WASHINGTON	Escherichia coli								PRJNA267549	SRP049998		SAMN03197172	SRS746380	2015-08-27	2015-07-07	ESC_BA3539AA	O2	H7
ESC_BA3547AA	1163_ECOL	SRR1655352;ILLUMINA;Paired;;SRX761818	Human	Human	Homo sapiens					North America	United States	Washington						UNIVERSITY OF WASHINGTON	Escherichia coli								PRJNA267549	SRP049998		SAMN03197120	SRS746326	2015-08-27	2015-07-07	ESC_BA3547AA	O2	H7
ESC_BA3553AA	1066.rep1_ECOL	SRR1655260;ILLUMINA;Paired;;SRX761726	Human	Human	Homo sapiens					North America	United States	Washington						UNIVERSITY OF WASHINGTON	Escherichia coli								PRJNA267549	SRP049998		SAMN03197028	SRS746236	2015-08-27	2015-07-07	ESC_BA3553AA	O2	H4
ESC_BA4217AA	DRS016130	DRR018449;ILLUMINA;Paired;;DRX016675																KYOTO_PREF	Escherichia coli								PRJDB2638	DRP002307		SAMD00013342	DRS016130	2015-08-27	2014-08-08	ESC_BA4217AA	O18	H7
ESC_BA4231AA	DRS016123	DRR018442;ILLUMINA;Paired;;DRX016668																KYOTO_PREF	Escherichia coli								PRJDB2638	DRP002307		SAMD00013338	DRS016123	2015-08-27	2014-08-08	ESC_BA4231AA	-	H7
ESC_BA4239AA	DRS016119	DRR018438;ILLUMINA;Paired;;DRX016664																KYOTO_PREF	Escherichia coli								PRJDB2638	DRP002307		SAMD00013339	DRS016119	2015-08-27	2014-08-08	ESC_BA4239AA	O1	H1
ESC_BA4267AA	DRS013917	DRR015809;ILLUMINA;Paired;;DRX014181																National Institute of Genetics (Japan)	Escherichia coli								PRJDB1837	DRP001483		SAMD00002695	DRS013917	2015-08-27	2014-05-14	ESC_BA4267AA	O1	H7
ESC_BA4723AA	AZ-TG73711	SRR1505444;ILLUMINA;Paired;500;SRX644970	Poultry	Avian	Thin Sliced Chicken Breast	2013	7			North America	United States	Illinois						FOOD AND DRUG ADMINISTRATION, CENTER FOR FOOD SAFETY AND APPLIED NUTRITION	Escherichia coli								PRJNA230968	SRP038995		SAMN02628681	SRS653157	2015-08-27	2014-07-02	ESC_BA4723AA	O25	H4
ESC_BA4877AA	upec-98	SRR1314597;ILLUMINA;Paired;;SRX560614	Human	Human	patient with urinary tract infection; Homo sapiens	2011				North America	United States	Washington						UNIVERSITY OF WASHINGTON	Escherichia coli								PRJNA248737	SRP042632		SAMN02802194	SRS624909	2015-08-27	2014-10-26	ESC_BA4877AA	O1	H7
